Anzahl Module;Lynx Home F Plus+ LX F6.6-H Serie Speicherturm;Lynx Home F Plus+ LX F9.8-H Serie Speicherturm;Lynx Home F Plus+ LX F13.1-H Serie Speicherturm;Lynx Home F Plus+ LX F16.4-H Serie Speicherturm;Lynx Big-Battery GW60KW-D-10C Serie;PowerOcean LiFePO4 5,1 kWh Speicherturm;PowerOcean LiFePO4 10,2 kWh Speicherturm;PowerOcean LiFePO4 15,3 kWh Speicherturm;Vitocharge VX3 A5 5,0 kWh Speicherturm;Vitocharge VX3 A10 10,0 kWh Speicherturm;Vitocharge VX3 A15 15,0 kWh Speicherturm;SBH-100 10 kWh LiFePO4 Stromspeicher;SBH-150 15 kWh LiFePO4 Stromspeicher;SBH-200 20 kWh LiFePO4 Stromspeicher;SBH-250 25 kWh LiFePO4 Stromspeicher;SBH-300 30 kWh LiFePO4 Stromspeicher;SBH-350 35 kWh LiFePO4 Stromspeicher;SBH-400 40 kWh LiFePO4 Stromspeicher;LUNA2000-5-SO 5 kWh Stromspeicher;LUNA2000-10-SO 10 kWh Stromspeicher;LUNA2000-15-SO 15 kWh Stromspeicher;LUNA2000-20-SO 20 kWh Stromspeicher;LUNA2000-25-SO 25 kWh Stromspeicher;LUNA2000-30-SO 30 kWh Stromspeicher;ECS4100 -H2 8,06 kWh Stromspeicher;ECS4100 -H3 12,09 kWh Stromspeicher;ECS4100 -H4 16,12 kWh Stromspeicher;ECS4100 -H5 20,15 kWh Stromspeicher;ECS4100 -H6 24,18 kWh Stromspeicher;ECS4100 -H7 28,21 kWh Stromspeicher;LUNA2000-7-S1-7kWh Stromspeicher;LUNA2000-14-S1-14kWh Stromspeicher;LUNA2000-21-S1-21kWh Stromspeicher;Storion SMILE-G3-T10 3,65 kWh;Storion SMILE-G3-T10 7,30 kWh;Storion SMILE-G3-T10 10,95 kWh;Storion SMILE-G3-T10 14,60 kWh;Storion SMILE-G3-T10 18,25 kWh;Storion SMILE-G3-T10 21,90 kWh;Ohne Speicher
70,00;33221,03;33821,03;34421,03;35021,03;43421,03;39540,00;42040,00;44540,00;33406,80;36106,80;38806,80;33671,03;35571,03;37471,03;39371,03;41271,03;43171,03;45071,03;35521,03;37821,03;40121,03;42421,03;44721,03;47021,03;34921,03;36621,03;38321,03;40021,03;41721,03;43421,03;37821,03;40721,03;43621,03;38734,10;39920,95;41107,80;42294,65;43481,50;44668,35;30221,03
71,00;33558,15;34158,15;34758,15;35358,15;43758,15;39920,00;42420,00;44920,00;33711,80;36411,80;39111,80;34008,15;35908,15;37808,15;39708,15;41608,15;43508,15;45408,15;35858,15;38158,15;40458,15;42758,15;45058,15;47358,15;35258,15;36958,15;38658,15;40358,15;42058,15;43758,15;38158,15;41058,15;43958,15;39130,15;40317,00;41503,85;42690,70;43877,55;45064,40;30558,15
72,00;33895,27;34495,27;35095,27;35695,27;44095,27;40300,00;42800,00;45300,00;34016,80;36716,80;39416,80;34345,27;36245,27;38145,27;40045,27;41945,27;43845,27;45745,27;36195,27;38495,27;40795,27;43095,27;45395,27;47695,27;35595,27;37295,27;38995,27;40695,27;42395,27;44095,27;38495,27;41395,27;44295,27;39526,20;40713,05;41899,90;43086,75;44273,60;45460,45;30895,27
73,00;34232,40;34832,40;35432,40;36032,40;44432,40;40680,00;43180,00;45680,00;34321,80;37021,80;39721,80;34682,40;36582,40;38482,40;40382,40;42282,40;44182,40;46082,40;36532,40;38832,40;41132,40;43432,40;45732,40;48032,40;35932,40;37632,40;39332,40;41032,40;42732,40;44432,40;38832,40;41732,40;44632,40;39922,25;41109,10;42295,95;43482,80;44669,65;45856,50;31232,40
74,00;34569,52;35169,52;35769,52;36369,52;44769,52;41060,00;43560,00;46060,00;34626,80;37326,80;40026,80;35019,52;36919,52;38819,52;40719,52;42619,52;44519,52;46419,52;36869,52;39169,52;41469,52;43769,52;46069,52;48369,52;36269,52;37969,52;39669,52;41369,52;43069,52;44769,52;39169,52;42069,52;44969,52;40318,30;41505,15;42692,00;43878,85;45065,70;46252,55;31569,52
75,00;34906,64;35506,64;36106,64;36706,64;45106,64;41440,00;43940,00;46440,00;34931,80;37631,80;40331,80;35356,64;37256,64;39156,64;41056,64;42956,64;44856,64;46756,64;37206,64;39506,64;41806,64;44106,64;46406,64;48706,64;36606,64;38306,64;40006,64;41706,64;43406,64;45106,64;39506,64;42406,64;45306,64;40714,35;41901,20;43088,05;44274,90;45461,75;46648,60;31906,64
76,00;35243,76;35843,76;36443,76;37043,76;45443,76;41820,00;44320,00;46820,00;35236,80;37936,80;40636,80;35693,76;37593,76;39493,76;41393,76;43293,76;45193,76;47093,76;37543,76;39843,76;42143,76;44443,76;46743,76;49043,76;36943,76;38643,76;40343,76;42043,76;43743,76;45443,76;39843,76;42743,76;45643,76;41110,39;42297,24;43484,09;44670,94;45857,79;47044,64;32243,76
77,00;35580,88;36180,88;36780,88;37380,88;45780,88;42200,00;44700,00;47200,00;35541,80;38241,80;40941,80;36030,88;37930,88;39830,88;41730,88;43630,88;45530,88;47430,88;37880,88;40180,88;42480,88;44780,88;47080,88;49380,88;37280,88;38980,88;40680,88;42380,88;44080,88;45780,88;40180,88;43080,88;45980,88;41506,44;42693,29;43880,14;45066,99;46253,84;47440,69;32580,88
78,00;35918,00;36518,00;37118,00;37718,00;46118,00;42580,00;45080,00;47580,00;35846,80;38546,80;41246,80;36368,00;38268,00;40168,00;42068,00;43968,00;45868,00;47768,00;38218,00;40518,00;42818,00;45118,00;47418,00;49718,00;37618,00;39318,00;41018,00;42718,00;44418,00;46118,00;40518,00;43418,00;46318,00;41902,49;43089,34;44276,19;45463,04;46649,89;47836,74;32918,00
79,00;36255,12;36855,12;37455,12;38055,12;46455,12;42960,00;45460,00;47960,00;36151,80;38851,80;41551,80;36705,12;38605,12;40505,12;42405,12;44305,12;46205,12;48105,12;38555,12;40855,12;43155,12;45455,12;47755,12;50055,12;37955,12;39655,12;41355,12;43055,12;44755,12;46455,12;40855,12;43755,12;46655,12;42298,54;43485,39;44672,24;45859,09;47045,94;48232,79;33255,12
80,00;36592,24;37192,24;37792,24;38392,24;46792,24;43340,00;45840,00;48340,00;36456,80;39156,80;41856,80;37042,24;38942,24;40842,24;42742,24;44642,24;46542,24;48442,24;38892,24;41192,24;43492,24;45792,24;48092,24;50392,24;38292,24;39992,24;41692,24;43392,24;45092,24;46792,24;41192,24;44092,24;46992,24;42694,59;43881,44;45068,29;46255,14;47441,99;48628,84;33592,24
81,00;36929,36;37529,36;38129,36;38729,36;47129,36;43720,00;46220,00;48720,00;36761,80;39461,80;42161,80;37379,36;39279,36;41179,36;43079,36;44979,36;46879,36;48779,36;39229,36;41529,36;43829,36;46129,36;48429,36;50729,36;38629,36;40329,36;42029,36;43729,36;45429,36;47129,36;41529,36;44429,36;47329,36;43090,64;44277,49;45464,34;46651,19;47838,04;49024,89;33929,36
82,00;37266,49;37866,49;38466,49;39066,49;47466,49;44100,00;46600,00;49100,00;37066,80;39766,80;42466,80;37716,49;39616,49;41516,49;43416,49;45316,49;47216,49;49116,49;39566,49;41866,49;44166,49;46466,49;48766,49;51066,49;38966,49;40666,49;42366,49;44066,49;45766,49;47466,49;41866,49;44766,49;47666,49;43486,68;44673,53;45860,38;47047,23;48234,08;49420,93;34266,49
83,00;37603,61;38203,61;38803,61;39403,61;47803,61;44480,00;46980,00;49480,00;37371,80;40071,80;42771,80;38053,61;39953,61;41853,61;43753,61;45653,61;47553,61;49453,61;39903,61;42203,61;44503,61;46803,61;49103,61;51403,61;39303,61;41003,61;42703,61;44403,61;46103,61;47803,61;42203,61;45103,61;48003,61;43882,73;45069,58;46256,43;47443,28;48630,13;49816,98;34603,61
84,00;37940,73;38540,73;39140,73;39740,73;48140,73;44860,00;47360,00;49860,00;37676,80;40376,80;43076,80;38390,73;40290,73;42190,73;44090,73;45990,73;47890,73;49790,73;40240,73;42540,73;44840,73;47140,73;49440,73;51740,73;39640,73;41340,73;43040,73;44740,73;46440,73;48140,73;42540,73;45440,73;48340,73;44278,78;45465,63;46652,48;47839,33;49026,18;50213,03;34940,73
85,00;38277,85;38877,85;39477,85;40077,85;48477,85;45240,00;47740,00;50240,00;37981,80;40681,80;43381,80;38727,85;40627,85;42527,85;44427,85;46327,85;48227,85;50127,85;40577,85;42877,85;45177,85;47477,85;49777,85;52077,85;39977,85;41677,85;43377,85;45077,85;46777,85;48477,85;42877,85;45777,85;48677,85;44674,83;45861,68;47048,53;48235,38;49422,23;50609,08;35277,85
86,00;38614,97;39214,97;39814,97;40414,97;48814,97;45620,00;48120,00;50620,00;38286,80;40986,80;43686,80;39064,97;40964,97;42864,97;44764,97;46664,97;48564,97;50464,97;40914,97;43214,97;45514,97;47814,97;50114,97;52414,97;40314,97;42014,97;43714,97;45414,97;47114,97;48814,97;43214,97;46114,97;49014,97;45070,88;46257,73;47444,58;48631,43;49818,28;51005,13;35614,97
87,00;38952,09;39552,09;40152,09;40752,09;49152,09;46000,00;48500,00;51000,00;38591,80;41291,80;43991,80;39402,09;41302,09;43202,09;45102,09;47002,09;48902,09;50802,09;41252,09;43552,09;45852,09;48152,09;50452,09;52752,09;40652,09;42352,09;44052,09;45752,09;47452,09;49152,09;43552,09;46452,09;49352,09;45466,93;46653,78;47840,63;49027,48;50214,33;51401,18;35952,09
88,00;39289,21;39889,21;40489,21;41089,21;49489,21;46380,00;48880,00;51380,00;38896,80;41596,80;44296,80;39739,21;41639,21;43539,21;45439,21;47339,21;49239,21;51139,21;41589,21;43889,21;46189,21;48489,21;50789,21;53089,21;40989,21;42689,21;44389,21;46089,21;47789,21;49489,21;43889,21;46789,21;49689,21;45862,98;47049,83;48236,68;49423,53;50610,38;51797,23;36289,21
89,00;39626,33;40226,33;40826,33;41426,33;49826,33;46760,00;49260,00;51760,00;39201,80;41901,80;44601,80;40076,33;41976,33;43876,33;45776,33;47676,33;49576,33;51476,33;41926,33;44226,33;46526,33;48826,33;51126,33;53426,33;41326,33;43026,33;44726,33;46426,33;48126,33;49826,33;44226,33;47126,33;50026,33;46259,02;47445,87;48632,72;49819,57;51006,42;52193,27;36626,33
90,00;39963,45;40563,45;41163,45;41763,45;50163,45;47140,00;49640,00;52140,00;39506,80;42206,80;44906,80;40413,45;42313,45;44213,45;46113,45;48013,45;49913,45;51813,45;42263,45;44563,45;46863,45;49163,45;51463,45;53763,45;41663,45;43363,45;45063,45;46763,45;48463,45;50163,45;44563,45;47463,45;50363,45;46655,07;47841,92;49028,77;50215,62;51402,47;52589,32;36963,45
91,00;40300,58;40900,58;41500,58;42100,58;50500,58;47520,00;50020,00;52520,00;39811,80;42511,80;45211,80;40750,58;42650,58;44550,58;46450,58;48350,58;50250,58;52150,58;42600,58;44900,58;47200,58;49500,58;51800,58;54100,58;42000,58;43700,58;45400,58;47100,58;48800,58;50500,58;44900,58;47800,58;50700,58;47051,12;48237,97;49424,82;50611,67;51798,52;52985,37;37300,58
92,00;40637,70;41237,70;41837,70;42437,70;50837,70;47900,00;50400,00;52900,00;40116,80;42816,80;45516,80;41087,70;42987,70;44887,70;46787,70;48687,70;50587,70;52487,70;42937,70;45237,70;47537,70;49837,70;52137,70;54437,70;42337,70;44037,70;45737,70;47437,70;49137,70;50837,70;45237,70;48137,70;51037,70;47447,17;48634,02;49820,87;51007,72;52194,57;53381,42;37637,70
